#SampleID	Subject	Treatment	Timepoint
#q2:types	categorical	categorical	numeric
destabilizing_treatment_11_t71	destabilizing_treatment_11	destabilizing_treatment	71
destabilizing_treatment_11_t72	destabilizing_treatment_11	destabilizing_treatment	72
destabilizing_treatment_11_t73	destabilizing_treatment_11	destabilizing_treatment	73
destabilizing_treatment_11_t74	destabilizing_treatment_11	destabilizing_treatment	74
destabilizing_treatment_11_t75	destabilizing_treatment_11	destabilizing_treatment	75
destabilizing_treatment_11_t76	destabilizing_treatment_11	destabilizing_treatment	76
destabilizing_treatment_11_t77	destabilizing_treatment_11	destabilizing_treatment	77
destabilizing_treatment_11_t78	destabilizing_treatment_11	destabilizing_treatment	78
destabilizing_treatment_11_t79	destabilizing_treatment_11	destabilizing_treatment	79
destabilizing_treatment_11_t80	destabilizing_treatment_11	destabilizing_treatment	80
destabilizing_treatment_11_t81	destabilizing_treatment_11	destabilizing_treatment	81
destabilizing_treatment_11_t82	destabilizing_treatment_11	destabilizing_treatment	82
destabilizing_treatment_11_t83	destabilizing_treatment_11	destabilizing_treatment	83
destabilizing_treatment_11_t84	destabilizing_treatment_11	destabilizing_treatment	84
destabilizing_treatment_11_t85	destabilizing_treatment_11	destabilizing_treatment	85
destabilizing_treatment_11_t86	destabilizing_treatment_11	destabilizing_treatment	86
destabilizing_treatment_11_t87	destabilizing_treatment_11	destabilizing_treatment	87
destabilizing_treatment_11_t88	destabilizing_treatment_11	destabilizing_treatment	88
destabilizing_treatment_11_t89	destabilizing_treatment_11	destabilizing_treatment	89
destabilizing_treatment_11_t90	destabilizing_treatment_11	destabilizing_treatment	90
destabilizing_treatment_11_t91	destabilizing_treatment_11	destabilizing_treatment	91
destabilizing_treatment_11_t92	destabilizing_treatment_11	destabilizing_treatment	92
destabilizing_treatment_11_t93	destabilizing_treatment_11	destabilizing_treatment	93
destabilizing_treatment_11_t94	destabilizing_treatment_11	destabilizing_treatment	94
destabilizing_treatment_11_t95	destabilizing_treatment_11	destabilizing_treatment	95
destabilizing_treatment_11_t96	destabilizing_treatment_11	destabilizing_treatment	96
destabilizing_treatment_11_t97	destabilizing_treatment_11	destabilizing_treatment	97
destabilizing_treatment_11_t98	destabilizing_treatment_11	destabilizing_treatment	98
destabilizing_treatment_11_t99	destabilizing_treatment_11	destabilizing_treatment	99
destabilizing_treatment_12_t0	destabilizing_treatment_12	destabilizing_treatment	0
destabilizing_treatment_12_t1	destabilizing_treatment_12	destabilizing_treatment	1
destabilizing_treatment_12_t2	destabilizing_treatment_12	destabilizing_treatment	2
destabilizing_treatment_12_t3	destabilizing_treatment_12	destabilizing_treatment	3
destabilizing_treatment_12_t4	destabilizing_treatment_12	destabilizing_treatment	4
destabilizing_treatment_12_t5	destabilizing_treatment_12	destabilizing_treatment	5
destabilizing_treatment_12_t6	destabilizing_treatment_12	destabilizing_treatment	6
destabilizing_treatment_12_t7	destabilizing_treatment_12	destabilizing_treatment	7
destabilizing_treatment_12_t8	destabilizing_treatment_12	destabilizing_treatment	8
destabilizing_treatment_12_t9	destabilizing_treatment_12	destabilizing_treatment	9
destabilizing_treatment_12_t10	destabilizing_treatment_12	destabilizing_treatment	10
destabilizing_treatment_12_t11	destabilizing_treatment_12	destabilizing_treatment	11
destabilizing_treatment_12_t12	destabilizing_treatment_12	destabilizing_treatment	12
destabilizing_treatment_12_t13	destabilizing_treatment_12	destabilizing_treatment	13
destabilizing_treatment_12_t14	destabilizing_treatment_12	destabilizing_treatment	14
destabilizing_treatment_12_t15	destabilizing_treatment_12	destabilizing_treatment	15
destabilizing_treatment_12_t16	destabilizing_treatment_12	destabilizing_treatment	16
destabilizing_treatment_12_t17	destabilizing_treatment_12	destabilizing_treatment	17
destabilizing_treatment_12_t18	destabilizing_treatment_12	destabilizing_treatment	18
destabilizing_treatment_12_t19	destabilizing_treatment_12	destabilizing_treatment	19
destabilizing_treatment_12_t20	destabilizing_treatment_12	destabilizing_treatment	20
destabilizing_treatment_12_t21	destabilizing_treatment_12	destabilizing_treatment	21
destabilizing_treatment_12_t22	destabilizing_treatment_12	destabilizing_treatment	22
destabilizing_treatment_12_t23	destabilizing_treatment_12	destabilizing_treatment	23
destabilizing_treatment_12_t24	destabilizing_treatment_12	destabilizing_treatment	24
destabilizing_treatment_12_t25	destabilizing_treatment_12	destabilizing_treatment	25
destabilizing_treatment_12_t26	destabilizing_treatment_12	destabilizing_treatment	26
destabilizing_treatment_12_t27	destabilizing_treatment_12	destabilizing_treatment	27
destabilizing_treatment_12_t28	destabilizing_treatment_12	destabilizing_treatment	28
destabilizing_treatment_12_t29	destabilizing_treatment_12	destabilizing_treatment	29
destabilizing_treatment_12_t30	destabilizing_treatment_12	destabilizing_treatment	30
destabilizing_treatment_12_t31	destabilizing_treatment_12	destabilizing_treatment	31
destabilizing_treatment_12_t32	destabilizing_treatment_12	destabilizing_treatment	32
destabilizing_treatment_12_t33	destabilizing_treatment_12	destabilizing_treatment	33
destabilizing_treatment_12_t34	destabilizing_treatment_12	destabilizing_treatment	34
destabilizing_treatment_12_t35	destabilizing_treatment_12	destabilizing_treatment	35
destabilizing_treatment_12_t36	destabilizing_treatment_12	destabilizing_treatment	36
destabilizing_treatment_12_t37	destabilizing_treatment_12	destabilizing_treatment	37
destabilizing_treatment_12_t38	destabilizing_treatment_12	destabilizing_treatment	38
destabilizing_treatment_12_t39	destabilizing_treatment_12	destabilizing_treatment	39
destabilizing_treatment_12_t40	destabilizing_treatment_12	destabilizing_treatment	40
destabilizing_treatment_12_t41	destabilizing_treatment_12	destabilizing_treatment	41
destabilizing_treatment_12_t42	destabilizing_treatment_12	destabilizing_treatment	42
destabilizing_treatment_12_t43	destabilizing_treatment_12	destabilizing_treatment	43
destabilizing_treatment_12_t44	destabilizing_treatment_12	destabilizing_treatment	44
destabilizing_treatment_12_t45	destabilizing_treatment_12	destabilizing_treatment	45
destabilizing_treatment_12_t46	destabilizing_treatment_12	destabilizing_treatment	46
destabilizing_treatment_12_t47	destabilizing_treatment_12	destabilizing_treatment	47
destabilizing_treatment_12_t48	destabilizing_treatment_12	destabilizing_treatment	48
destabilizing_treatment_12_t49	destabilizing_treatment_12	destabilizing_treatment	49
destabilizing_treatment_12_t50	destabilizing_treatment_12	destabilizing_treatment	50
destabilizing_treatment_12_t51	destabilizing_treatment_12	destabilizing_treatment	51
destabilizing_treatment_12_t52	destabilizing_treatment_12	destabilizing_treatment	52
destabilizing_treatment_12_t53	destabilizing_treatment_12	destabilizing_treatment	53
destabilizing_treatment_12_t54	destabilizing_treatment_12	destabilizing_treatment	54
destabilizing_treatment_12_t55	destabilizing_treatment_12	destabilizing_treatment	55
destabilizing_treatment_12_t56	destabilizing_treatment_12	destabilizing_treatment	56
destabilizing_treatment_12_t57	destabilizing_treatment_12	destabilizing_treatment	57
destabilizing_treatment_12_t58	destabilizing_treatment_12	destabilizing_treatment	58
destabilizing_treatment_12_t59	destabilizing_treatment_12	destabilizing_treatment	59
destabilizing_treatment_12_t60	destabilizing_treatment_12	destabilizing_treatment	60
destabilizing_treatment_12_t61	destabilizing_treatment_12	destabilizing_treatment	61
destabilizing_treatment_12_t62	destabilizing_treatment_12	destabilizing_treatment	62
destabilizing_treatment_12_t63	destabilizing_treatment_12	destabilizing_treatment	63
destabilizing_treatment_12_t64	destabilizing_treatment_12	destabilizing_treatment	64
destabilizing_treatment_12_t65	destabilizing_treatment_12	destabilizing_treatment	65
destabilizing_treatment_12_t66	destabilizing_treatment_12	destabilizing_treatment	66
destabilizing_treatment_12_t67	destabilizing_treatment_12	destabilizing_treatment	67
destabilizing_treatment_12_t68	destabilizing_treatment_12	destabilizing_treatment	68
destabilizing_treatment_12_t69	destabilizing_treatment_12	destabilizing_treatment	69
destabilizing_treatment_12_t70	destabilizing_treatment_12	destabilizing_treatment	70
destabilizing_treatment_12_t71	destabilizing_treatment_12	destabilizing_treatment	71
destabilizing_treatment_12_t72	destabilizing_treatment_12	destabilizing_treatment	72
destabilizing_treatment_12_t73	destabilizing_treatment_12	destabilizing_treatment	73
destabilizing_treatment_12_t74	destabilizing_treatment_12	destabilizing_treatment	74
destabilizing_treatment_12_t75	destabilizing_treatment_12	destabilizing_treatment	75
destabilizing_treatment_12_t76	destabilizing_treatment_12	destabilizing_treatment	76
destabilizing_treatment_12_t77	destabilizing_treatment_12	destabilizing_treatment	77
destabilizing_treatment_12_t78	destabilizing_treatment_12	destabilizing_treatment	78
destabilizing_treatment_12_t79	destabilizing_treatment_12	destabilizing_treatment	79
destabilizing_treatment_12_t80	destabilizing_treatment_12	destabilizing_treatment	80
destabilizing_treatment_12_t81	destabilizing_treatment_12	destabilizing_treatment	81
destabilizing_treatment_12_t82	destabilizing_treatment_12	destabilizing_treatment	82
destabilizing_treatment_12_t83	destabilizing_treatment_12	destabilizing_treatment	83
destabilizing_treatment_12_t84	destabilizing_treatment_12	destabilizing_treatment	84
destabilizing_treatment_12_t85	destabilizing_treatment_12	destabilizing_treatment	85
destabilizing_treatment_12_t86	destabilizing_treatment_12	destabilizing_treatment	86
destabilizing_treatment_12_t87	destabilizing_treatment_12	destabilizing_treatment	87
destabilizing_treatment_12_t88	destabilizing_treatment_12	destabilizing_treatment	88
destabilizing_treatment_12_t89	destabilizing_treatment_12	destabilizing_treatment	89
destabilizing_treatment_12_t90	destabilizing_treatment_12	destabilizing_treatment	90
destabilizing_treatment_12_t91	destabilizing_treatment_12	destabilizing_treatment	91
destabilizing_treatment_12_t92	destabilizing_treatment_12	destabilizing_treatment	92
destabilizing_treatment_12_t93	destabilizing_treatment_12	destabilizing_treatment	93
destabilizing_treatment_12_t94	destabilizing_treatment_12	destabilizing_treatment	94
destabilizing_treatment_12_t95	destabilizing_treatment_12	destabilizing_treatment	95
destabilizing_treatment_12_t96	destabilizing_treatment_12	destabilizing_treatment	96
destabilizing_treatment_12_t97	destabilizing_treatment_12	destabilizing_treatment	97
destabilizing_treatment_12_t98	destabilizing_treatment_12	destabilizing_treatment	98
destabilizing_treatment_12_t99	destabilizing_treatment_12	destabilizing_treatment	99
destabilizing_treatment_13_t0	destabilizing_treatment_13	destabilizing_treatment	0
destabilizing_treatment_13_t1	destabilizing_treatment_13	destabilizing_treatment	1
destabilizing_treatment_13_t2	destabilizing_treatment_13	destabilizing_treatment	2
destabilizing_treatment_13_t3	destabilizing_treatment_13	destabilizing_treatment	3
destabilizing_treatment_13_t4	destabilizing_treatment_13	destabilizing_treatment	4
destabilizing_treatment_13_t5	destabilizing_treatment_13	destabilizing_treatment	5
destabilizing_treatment_13_t6	destabilizing_treatment_13	destabilizing_treatment	6
destabilizing_treatment_13_t7	destabilizing_treatment_13	destabilizing_treatment	7
destabilizing_treatment_13_t8	destabilizing_treatment_13	destabilizing_treatment	8
destabilizing_treatment_13_t9	destabilizing_treatment_13	destabilizing_treatment	9
destabilizing_treatment_13_t10	destabilizing_treatment_13	destabilizing_treatment	10
destabilizing_treatment_13_t11	destabilizing_treatment_13	destabilizing_treatment	11
destabilizing_treatment_13_t12	destabilizing_treatment_13	destabilizing_treatment	12
destabilizing_treatment_13_t13	destabilizing_treatment_13	destabilizing_treatment	13
destabilizing_treatment_13_t14	destabilizing_treatment_13	destabilizing_treatment	14
destabilizing_treatment_13_t15	destabilizing_treatment_13	destabilizing_treatment	15
destabilizing_treatment_13_t16	destabilizing_treatment_13	destabilizing_treatment	16
destabilizing_treatment_13_t17	destabilizing_treatment_13	destabilizing_treatment	17
destabilizing_treatment_13_t18	destabilizing_treatment_13	destabilizing_treatment	18
destabilizing_treatment_13_t19	destabilizing_treatment_13	destabilizing_treatment	19
destabilizing_treatment_13_t20	destabilizing_treatment_13	destabilizing_treatment	20
destabilizing_treatment_13_t21	destabilizing_treatment_13	destabilizing_treatment	21
destabilizing_treatment_13_t22	destabilizing_treatment_13	destabilizing_treatment	22
destabilizing_treatment_13_t23	destabilizing_treatment_13	destabilizing_treatment	23
destabilizing_treatment_13_t24	destabilizing_treatment_13	destabilizing_treatment	24
destabilizing_treatment_13_t25	destabilizing_treatment_13	destabilizing_treatment	25
destabilizing_treatment_13_t26	destabilizing_treatment_13	destabilizing_treatment	26
destabilizing_treatment_13_t27	destabilizing_treatment_13	destabilizing_treatment	27
destabilizing_treatment_13_t28	destabilizing_treatment_13	destabilizing_treatment	28
destabilizing_treatment_13_t29	destabilizing_treatment_13	destabilizing_treatment	29
destabilizing_treatment_13_t30	destabilizing_treatment_13	destabilizing_treatment	30
destabilizing_treatment_13_t31	destabilizing_treatment_13	destabilizing_treatment	31
destabilizing_treatment_13_t32	destabilizing_treatment_13	destabilizing_treatment	32
destabilizing_treatment_13_t33	destabilizing_treatment_13	destabilizing_treatment	33
destabilizing_treatment_13_t34	destabilizing_treatment_13	destabilizing_treatment	34
destabilizing_treatment_13_t35	destabilizing_treatment_13	destabilizing_treatment	35
destabilizing_treatment_13_t36	destabilizing_treatment_13	destabilizing_treatment	36
destabilizing_treatment_13_t37	destabilizing_treatment_13	destabilizing_treatment	37
destabilizing_treatment_13_t38	destabilizing_treatment_13	destabilizing_treatment	38
destabilizing_treatment_13_t39	destabilizing_treatment_13	destabilizing_treatment	39
destabilizing_treatment_13_t40	destabilizing_treatment_13	destabilizing_treatment	40
destabilizing_treatment_13_t41	destabilizing_treatment_13	destabilizing_treatment	41
destabilizing_treatment_13_t42	destabilizing_treatment_13	destabilizing_treatment	42
destabilizing_treatment_13_t43	destabilizing_treatment_13	destabilizing_treatment	43
destabilizing_treatment_13_t44	destabilizing_treatment_13	destabilizing_treatment	44
destabilizing_treatment_13_t45	destabilizing_treatment_13	destabilizing_treatment	45
destabilizing_treatment_13_t46	destabilizing_treatment_13	destabilizing_treatment	46
destabilizing_treatment_13_t47	destabilizing_treatment_13	destabilizing_treatment	47
destabilizing_treatment_13_t48	destabilizing_treatment_13	destabilizing_treatment	48
